TERM|CRN|SUBJ|CRSE#|SEC|TITLE|CR|DISTR|PROJ|COMMENT|INSTR1|INSTR2|PTRM|DESC1|TIME1|DAYS1|BLDG_RM1|DESC2|TIME2|DAYS2|BLDG_RM2
201704|16824|ANCH|010|01|FYS: Ancient Slavery(W)|1|SS, W|12||Evans, Marilyn||1|FY Seminar|11:20am-12:35pm|TTH|Trotter Hall 115||||
201704|16633|ANCH|031|01|The Greeks & Persian Empire(W)|1|SS, W|35||Munson, Rosaria||1|Course|11:30am-12:20pm|MWF|Trotter Hall 301||||
201704|16570|ANTH|001|01|Fdns: Culture, Power, Meaning|1|SS|35||Schuetze, Christine||1|Course|11:20am-12:20pm|TTH|Kohlberg 228||||
201704|16169|ANTH|002D|01|FYS:Culture & Gender (T)|1|SS|12|Eligible for GSST program.|Nadkarni, Maya||1|FY Seminar|1:15pm-4:00pm|W|Kohlberg 236||||
201704|16571|ANTH|021D|01|Anthro of Art & Aesthetics|1|SS|35||Fraga, Christopher||1|Course|1:15pm-2:30pm|TTH|Kohlberg 228||||
201704|16572|ANTH|031C|01|Hispanics, Mestizos, Latinxs|1|SS|35|Eligible for LALS program.|Fraga, Christopher||1|Course|9:55am-11:10am|TTH|Kohlberg 236||||
201704|16573|ANTH|042D|01|Political Anthropology (T)|1|SS|35||Nadkarni, Maya||1|Course|2:00pm-5:00pm|F|Kohlberg 228||||
201704|15936|ANTH|043E|01|Culture,Health, Illness (T)|1|SS|35||Schuetze, Christine||1|Course|2:40pm-3:55pm|TTH|Science Center L32||||
201704|13503|ARAB|001|01|Intensive Elem Mod Stan Arabic|1.5|HU|15|Students must enroll in drill section A or B below.|Smith, Benjamin||1|Language|8:30am-9:45am|TTH|Kohlberg 114||||
201704|13504|ARAB|001|02|Intensive Elem Mod Stan Arabic|1.5|HU|15|Students must enroll in drill section A or B below.|Smith, Benjamin||1|Language|9:55am-11:10am|TTH|Kohlberg 114||||
201704|13505|ARAB|001|A|Int Elem Mod Stan Arabic-Drill|0||15||Hanna, Dima||1|Drill|9:30am-10:20am|MWF|Kohlberg 114||||
201704|13506|ARAB|001|B|Int Elem Mod Stan Arabic-Drill|0||15||Hanna, Dima||1|Drill|10:30am-11:20am|MWF|Kohlberg 114||||
201704|13507|ARAB|003|01|Intermed Mod Standard Arabic I|1.5|HU|15|Students must enroll in drill section A below.|Al-Masri, Khaled||1|Language|11:20am-12:35pm|TTH|Kohlberg 334||||
201704|13508|ARAB|003|A|Inter Mod Stan Arabic I-Drill|0||15||Hanna, Dima||1|Drill|11:30am-12:20pm|MWF|Kohlberg 202||||
201704|14097|ARAB|011|01|Advanced Arabic I|1|HU|15|Eligible for ISLM program.|Al-Masri, Khaled||1|Course|9:55am-11:10am|TTH|Kohlberg 334||||
201704|15099|ARAB|021|01|Tpcs in Mdrn Arabic Literature|1|HU|10|Eligible for ISLM program.|Al-Masri, Khaled||1|Course|6:00pm-9:00pm|T|Kohlberg 334||||
201704|13192|ARAB|093|01|Dir Rdg:|0.5||5|Credit range .5-1. See Dept Admin Asst to register.|Al-Masri, Khaled||1|Directed Rdg|||TBA||||
201704|14630|ARAB|011A|01|Arabic Conversation|0.5||15|Eligible for ISLM program.|Hanna, Dima||1|Language|1:15pm-2:30pm|M|Kohlberg 114||||
201704|11600|ARTH|002|01|The Western Tradition|1|HU|30||Reilly, Patricia||1|Course|8:30am-9:45am|TTH|Beardsley 316||||
201704|16613|ARTH|026|01|Colloq: Art Chemistry&Conserv|1|HU|15||Reilly, Patricia|Heck, Virginia|1|Course|1:15pm-2:30pm|TTH|Beardsley 316|Lab|2:31pm-4:30pm|TH|Science Center 277
201704|16812|ARTH|036|01|Mdrn Japanese Architecture|1|HU|30|Eligible for ASIA program.|Genadt, Ariel||1|Course|2:15pm-5:00pm|F|Beardsley 316||||
201704|16811|ARTH|066|01|Colloq:Race,Space, Architeture|1|HU|15||Goldstein, Brian||1|Course|1:15pm-4:00pm|M|Beardsley 318||||
201704|16836|ARTH|097|01|Thesis|0.5||12||Hungerford, Constance||1|Thesis|||TBA||||
201704|15987|ARTH|164|A|Modernism in Paris & NY (1)|1|HU|8|Double-graded seminar. BOTH SECTIONS required. Eligible for INTP program.|Hungerford, Constance||1|Seminar1|1:15pm-4:00pm|W|Beardsley 305||||
201704|15988|ARTH|164|B|Modernism in Paris & NY (2)|1|HU|8|Double-graded seminar. BOTH SECTIONS required.|Hungerford, Constance||1|Seminar2|1:15pm-4:00pm|W|Beardsley 305||||
201704|16839|ARTH|180|01|Senior Honors Thesis|2|HU|5||Hungerford, Constance||1|Thesis|||TBA||||
201704|16842|ARTH|180|02|Senior Honors Thesis|2|HU|5||Sakomura, Tomoko||1|Thesis|||TBA||||
201704|16247|ARTH|001F|01|FYS: Picasso (W)|1|HU, W|12||Hungerford, Constance||1|FY Seminar|11:20am-12:35pm|TTH|Beardsley 318||||
201704|16845|ARTT|001|01|Foundation Drawing|1|HU|25||DeNizio, Christie||1|Studio Course|9:00am-11:20am|MW|Old Tarble 112||||
201704|16847|ARTT|001|02|Foundation Drawing|1|HU|10||Carpenter, Sydney||1|Studio Course|1:15pm-3:20pm|MW|Old Tarble 112||||
201704|16878|ARTT|002|01|FYS: Drawing to Find Out|1|HU|12||Grider, Logan||1|FY Seminar|8:30am-11:00am|TTH|Beardsley 201||||
201704|16850|ARTT|010|01|Drawing II: Life Drawing|1|HU|10||DeNizio, Christie||1|Studio Course|1:15pm-4:00pm|MW|Beardsley 201||||
201704|16884|ARTT|020|01|Ceramics I|1|HU|12||Carpenter, Sydney||1|Studio Course|1:15pm-3:55pm|TTH|Beardsley 301||||
201704|16880|ARTT|030|01|Painting I|1|HU|25||Grider, Logan||1|Studio Course|1:15pm-3:55pm|TTH|Beardsley 201||||
201704|16879|ARTT|040|01|Photography I|1|HU|10||Tarver, Ron||1|Studio Course|1:15pm-4:00pm|MW|Old Tarble 106||||
201704|16881|ARTT|050|01|Sculpture I: Mat'ls & Processe|1|HU|10||Meunier, Brian||1|Studio Course|1:15pm-3:55pm|TTH|Beardsley 101||||
201704|16882|ARTT|072|01|Advanced Studies: Painting|1|HU|10|See Dept Admin Asst to register.|Grider, Logan||1|Studio Course|||TBA||||
201704|16883|ARTT|073|01|Advanced Studies: Photography|1|HU|10|See Dept Admin Asst to register.|Tarver, Ron||1|Studio Course|||TBA||||
201704|16885|ARTT|090|01|Senior Thesis Wkshp I|1|HU|12|See Dept Admin Asst to register.|STAFF||1|Studio Course|1:15pm-3:55pm|TTH|Beardsley 309|Studio Course|1:15pm-3:55pm|TTH|Beardsley 308
201704|16886|ARTT|091|01|Senior Thesis Wkshp II|1|HU|5||Meunier, Brian||1|Studio Course|||TBA||||
201704|16827|ASIA|096|01|Thesis (W)|1|W|5||Hopkins, Steven||1|Thesis|||TBA||||
201704|10404|ASTR|016|01|Modern Astrophysics|1|NS|12|Lab meets every other week.|Cohen, David||1|Course|9:55am-11:10am|TTH|Science Center 113|Lab|8:00pm-11:00pm|T|Science Center 187
201704|16762|ASTR|093|A|Dir Rdg:|0.5||12|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Directed Rdg|||TBA||||
201704|16404|ASTR|094|A|Research Project|0.5||10|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Research Project|||TBA||||
201704|10024|BIOL|001|01|Cellular & Molecular Biol (W)|1|NS, NSEP, W|120|Student must register for one lab section A-E below.|STAFF||1|Course|10:30am-11:20am|MWF|Science Center 101||||
201704|12405|BIOL|001|A|Cell & Molecular Biol- Lab|0||24||STAFF||1|Lab|1:15pm-4:15pm|M|Science Center 204||||
201704|12406|BIOL|001|B|Cell & Molecular Biol- Lab|0||24||STAFF||1|Lab|1:15pm-4:15pm|T|Science Center 204||||
201704|12407|BIOL|001|C|Cell & Molecular Biol- Lab|0||24||STAFF||1|Lab|1:15pm-4:15pm|W|Science Center 204||||
201704|12408|BIOL|001|D|Cell & Molecular Biol- Lab|0||24||STAFF||1|Lab|1:15pm-4:15pm|TH|Science Center 204||||
201704|12409|BIOL|001|E|Cell & Molecular Biol- Lab|0||24||STAFF||1|Lab|8:00am-11:00am|T|Science Center 204||||
201704|16202|BIOL|020|01|Animal Physiology|1|NS, NSEP|24|Students must register for one lab section A or B below. Eligible for ENVS program.|Hiebert  Burch, Sara||1|Course|9:55am-11:10am|TTH|Science Center L32||||
201704|16203|BIOL|020|A|Animal Physiology- Lab|0||12||Hiebert  Burch, Sara||1|Lab|1:15pm-4:15pm|T|Martin 122||||
201704|16204|BIOL|020|B|Animal Physiology- Lab|0||12||Hiebert  Burch, Sara||1|Lab|1:15pm-4:15pm|W|Martin 122||||
201704|16770|BIOL|024|01|Developmental Biology|1|NS, NSEP|24|Students must register for one lab section A or B below. Eligible for GSST program.|Davidson, Bradley||1|Course|8:30am-9:45am|TTH|Science Center 104||||
201704|16771|BIOL|024|A|Developmental Biology- Lab|0||12||Davidson, Bradley||1|Lab|1:15pm-4:15pm|W|Martin 307||||
201704|16772|BIOL|024|B|Developmental Biology- Lab|0||12||Davidson, Bradley||1|Lab|1:15pm-4:15pm|TH|Martin 307||||
201704|16773|BIOL|026|01|Invertebrate Biology|1|NS, NSEP|24|Students must register for one lab section A or B below. Eligible for ENVS program.|Merz, Rachel||1|Course|11:30am-12:20pm|MWF|Science Center 104||||
201704|16774|BIOL|026|A|Invertebrate Biology- Lab|0||12||Merz, Rachel||1|Lab|1:15pm-4:15pm|W|Martin 123||||
201704|16775|BIOL|026|B|Invertebrate Biology- Lab|0||12||Merz, Rachel||1|Lab|7:00pm-10:00pm|W|Martin 123||||
201704|16776|BIOL|030|01|Animal Behavior|1|NS, NSEP|24|Students must register for one lab section A or B below.|Baugh, Alexander||1|Course|9:55am-11:10am|TTH|Science Center 105||||
201704|16777|BIOL|030|A|Animal Behavior- Lab|0||12||Baugh, Alexander||1|Lab|1:15pm-4:15pm|T|Martin 204||||
201704|16778|BIOL|030|B|Animal Behavior- Lab|0||12||Baugh, Alexander||1|Lab|1:15pm-4:15pm|W|Martin 204||||
201704|16205|BIOL|036|01|Ecology|1|NS, NSEP|24|Students must register for one lab section A or B below. Eligible for ENVS program.|Kim, Tania||1|Course|10:30am-11:20am|MWF|Science Center 128||||
201704|16206|BIOL|036|A|Ecology- Lab|0||12||Kim, Tania||1|Lab|1:15pm-4:15pm|M|Martin 115||||
201704|16207|BIOL|036|B|Ecology- Lab|0||12||Kim, Tania||1|Lab|1:15pm-4:15pm|T|Martin 115||||
201704|10029|BIOL|093|01|Dir Rdg:|0.5||5|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Independent Study|||TBA||||
201704|15070|BIOL|094|01|Research Project|0.5||10|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Research Project|||TBA||||
201704|10032|BIOL|097|01|Themes in Biology|1|NS|40|Weekly discussions Fridays 3:30-5pm, Martin 210.|Merz, Rachel||1|Seminar1|2:00pm-5:00pm|F|Martin 210|Seminar1|2:00pm-5:00pm|F|Science Center 101
201704|14858|BIOL|098|01|Neuroscience Thesis|0.5||10|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|16782|BIOL|115|A|Plant Molecular Genetics (1)|1|NS, NSEP|12|Double-graded seminar. BOTH SECTIONS required.|Kaplinsky, Nicholas||1|Seminar1|1:15pm-4:00pm|MW|Science Center 110||||
201704|16783|BIOL|115|B|Plant Molecular Genetics (2)|1|NS|12|Double-graded seminar. BOTH SECTIONS required.|Kaplinsky, Nicholas||1|Seminar2|1:15pm-4:00pm|MW|Science Center 110||||
201704|16784|BIOL|121|A|Neural Systems Behavior (1)|1|NS, NSEP|12|Double-graded seminar. BOTH SECTIONS required.|Ballard, Shannon||1|Seminar1|1:15pm-4:15pm|MW|Martin 210||||
201704|16785|BIOL|121|B|Neural Systems Behavior (2)|1|NS|12|Double-graded seminar. BOTH SECTIONS required.|Ballard, Shannon||1|Seminar2|1:15pm-4:15pm|MW|Martin 210||||
201704|16210|BIOL|135|A|Parasite Ecology (1)|1|NS, NSEP|12|Double-graded seminar. BOTH SECTIONS required.|Nichols, Elizabeth||1|Seminar1|1:15pm-4:15pm|MW|Martin 219||||
201704|16211|BIOL|135|B|Parasite Ecology (2)|1|NS|12|Double-graded seminar. BOTH SECTIONS required.|Nichols, Elizabeth||1|Seminar2|1:15pm-4:15pm|MW|Martin 219||||
201704|16212|BIOL|136|A|Molecular Ecology/Evolution(1)|1|NS, NSEP|12|Double-graded seminar. BOTH SECTIONS required.|Formica, Vincent||1|Seminar1|1:15pm-4:15pm|TTH|Martin 210||||
201704|16213|BIOL|136|B|Molecular Ecology/Evolution(2)|1|NS|12|Double-graded seminar. BOTH SECTIONS required.|Formica, Vincent||1|Seminar2|1:15pm-4:15pm|TTH|Martin 210||||
201704|15066|BIOL|180|01|Senior Honors Thesis|1|NS|10|Credit range 1-2. See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|15677|BIOL|001SP|01|Biology - Scholars Program|0.5||12||STAFF||1|Workshop|1:15pm-2:30pm|TTH|Science Center L32||||
201704|16873|BIOL|026A|01|Invertebrate Biology-Attachmen|0.5||14||Merz, Rachel||1|Attachment|||TBA||||
201704|15830|BIOL|SGM|01|Biology Study Group Meetings|0||30||STAFF||1|Discussion|7:00pm-11:00pm|WTH|Science Center 105|Discussion|7:00pm-11:00pm|WTH|Science Center 104
201704|16584|BLST|015|01|Introduction to Black Studies|1||35||Willie-LeBreton, Sarah||1|Course|11:30am-12:20pm|MWF|Kohlberg 228||||
201704|10045|CHEM|010|01|Fdns of Chemical Principles|1|NS, NSEP|85|Student must register for one CHEM 10 lab section A-G below.|Porello, Silvia||1|Course|9:30am-10:20am|MWF|Science Center 101||||
201704|14692|CHEM|010|02|Fdns of Chemical Principles|1|NS, NSEP|40|Student must register for one CHEM 10 lab section A-G below.|Riley, Kathryn||1|Course|8:30am-9:20am|MWF|Science Center 105||||
201704|10047|CHEM|010|A|Fdns of Chem Principles- Lab|0||24||Porello, Silvia|Burkhard, Caroline|1|Lab|1:00pm-2:30pm|M|Science Center 264|Lab|2:31pm-4:30pm|M|Science Center 274
201704|10048|CHEM|010|B|Fdns of Chem Principles- Lab|0||24||Wagner, Kyle|Sonntag, Lori|1|Lab|1:00pm-2:30pm|T|Science Center 264|Lab|2:31pm-4:30pm|T|Science Center 274
201704|10049|CHEM|010|C|Fdns of Chem Principles- Lab|0||24||Miller, Stephen|Burkhard, Caroline|1|Lab|1:00pm-2:30pm|W|Science Center 264|Lab|2:31pm-4:30pm|W|Science Center 274
201704|10050|CHEM|010|D|Fdns of Chem Principles- Lab|0||24||Howard, Kathleen|Burkhard, Caroline|1|Lab|1:00pm-2:30pm|TH|Science Center 264|Lab|2:31pm-4:30pm|TH|Science Center 274
201704|10776|CHEM|010|E|Fdns of Chem Principles- Lab|0||20|If Collection is held, see Professor.|Howard, Kathleen|Burkhard, Caroline|1|Lab|1:00pm-2:30pm|F|Science Center 264|Lab|2:31pm-4:30pm|F|Science Center 274
201704|14943|CHEM|010|F|Fdns of Chem Principles- Lab|0||20||Heck, Virginia|Sonntag, Lori|1|Lab|8:00am-9:15am|T|Science Center 264|Lab|9:16am-11:15am|T|Science Center 274
201704|10051|CHEM|010|G|Fdns of Chem Principles- Lab|0||20||Heck, Virginia|Sonntag, Lori|1|Lab|8:00am-9:15am|TH|Science Center 264|Lab|9:16am-11:15am|TH|Science Center 274
201704|15637|CHEM|010|HN|Fdns Chem Priniciples: Honors|1|NS, NSEP|30|Student must register for one CHEM 010 lab section section A-G above.|Yatsunyk, Liliya||1|Course|9:30am-10:20am|MWF|Science Center 183||||
201704|10036|CHEM|032|01|Organic Chemistry II|1|NS, NSEP|60|Student must register for one CHEM 32 lab section A-E below.|Paley, Robert||1|Course|9:30am-10:20am|MWF|Science Center 199||||
201704|10037|CHEM|032|A|Organic Chem II- Lab|0||12||Paley, Robert|Halley, Donna|1|Lab|1:00pm-2:30pm|M|Science Center 181|Lab|2:31pm-4:30pm|M|Science Center 174
201704|15135|CHEM|032|B|Organic Chem II- Lab|0||12||Newport, Maria|Halley, Donna|1|Lab|1:00pm-2:30pm|T|Science Center 181|Lab|2:31pm-4:30pm|T|Science Center 174
201704|10039|CHEM|032|C|Organic Chem II- Lab|0||12||Newport, Maria|Halley, Donna|1|Lab|1:00pm-2:30pm|W|Science Center 181|Lab|2:31pm-4:30pm|W|Science Center 174
201704|10040|CHEM|032|D|Organic Chem II- Lab|0||12||Newport, Maria|Halley, Donna|1|Lab|1:00pm-2:30pm|TH|Science Center 181|Lab|2:31pm-4:30pm|TH|Science Center 174
201704|13279|CHEM|032|E|Organic Chem II- Lab|0||12|If Collection is held, see Professor.|Newport, Maria|Halley, Donna|1|Lab|1:00pm-2:30pm|F|Science Center 181|Lab|2:31pm-4:30pm|F|Science Center 174
201704|12993|CHEM|044|01|Physical Chem-Atoms, Molecules|1|NS, NSEP|24|Student must register for one CHEM 044 lab section A or B below.|Howard, Kathleen||1|Course|8:30am-9:45am|TTH|Science Center 158||||
201704|12994|CHEM|044|A|Physical Chem-Atoms- Lab|0||12||Wagner, Kyle|Heck, Virginia|1|Lab|1:00pm-4:30pm|W|Science Center 279||||
201704|12995|CHEM|044|B|Physical Chem-Atoms- Lab|0||12||Wagner, Kyle|Sonntag, Lori|1|Lab|1:00pm-4:30pm|TH|Science Center 279||||
201704|16702|CHEM|048|01|Biological Chemistry II|1|NS|35||Fera, Daniela||1|Course|11:20am-12:35pm|TTH|Science Center 264||||
201704|15877|CHEM|056|01|Inorganic Chemistry|1|NS|24||Graves, Christopher||1|Course|9:30am-10:20am|MWF|Science Center 158||||
201704|16544|CHEM|094|02|Research Project|0.5||5|Credit range .5-1. See Dept Admin Asst to register.|Graves, Christopher||1|Research Project|||TBA||||
201704|13524|CHEM|096|03|Research Thesis|1|NS|5||Howard, Kathleen||1|Research Project|||TBA||||
201704|13525|CHEM|096|A|Research Thesis|0.5||5|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Research Project|||TBA||||
201704|16808|CHEM|112|01|Tpcs in Supramolecular Chemist|1|NS|12||Yatsunyk, Liliya||1|Seminar1|1:15pm-4:30pm|W|Science Center 161||||
201704|16844|CHEM|180|01|Honors Research Thesis|1|NS|5||Paley, Robert||1|Thesis|||TBA||||
201704|13531|CHEM|180|03|Honors Research Thesis|1|NS|12|See Dept Admin Asst to register.|Howard, Kathleen||1|Research Project|||TBA||||
201704|16828|CHEM|180|04|Honors Research Thesis|1|NS|5||Miller, Stephen||1|Research Project|||TBA||||
201704|14703|CHEM|180|05|Honors Research Thesis|1|NS|5|See Dept Admin Asst to register.|Yatsunyk, Liliya||1|Thesis|||TBA||||
201704|16860|CHIN|001|01|Intro to Mandarin|1.5|HU|15|Students must enroll in drill section A, B or C below.|Kang, Wol A||1|Language|9:55am-11:10am|TTH|Kohlberg 302||||
201704|16861|CHIN|001|02|Intro to Mandarin|1.5|HU|15|Students must enroll in drill section A, B or C below.|Kang, Wol A||1|Language|11:20am-12:35pm|TTH|Kohlberg 302||||
201704|16862|CHIN|001|A|Intro to Mandarin-Drill|0||18||Speidel, Kirsten||1|Drill|9:30am-10:20am|MWF|Pearson Hall 005||||
201704|16863|CHIN|001|B|Intro to Mandarin- Drill|0||18||Speidel, Kirsten||1|Drill|10:30am-11:20am|MWF|Pearson Hall 005||||
201704|16864|CHIN|001|C|Intro to Mandarin- Drill|0||18||Speidel, Kirsten||1|Drill|11:30am-12:20pm|MWF|Pearson Hall 005||||
201704|16865|CHIN|003|01|Second-Year Mandarin|1.5|HU|20|Students must enroll in drill section A or B below. Eligible for ASIA program.|Wang, Jiajia||1|Language|9:55am-11:10am|TTH|Lang Center 112||||
201704|16866|CHIN|003|A|Second-Year Mandarin|0||20|Students must enroll in drill section A or B below. Eligible for ASIA program.|Wang, Min||1|Drill|9:30am-10:20am|MWF|Kohlberg 202||||
201704|16867|CHIN|003|B|Second-Year Mandarin-Drill|0||20||Wang, Min||1|Drill|10:30am-11:20am|MWF|Kohlberg 202||||
201704|13098|CHIN|005|01|Chinese for Adv Beginners I|1|HU|15||Kang, Wol A||1|Language|8:30am-9:45am|TTH|Kohlberg 302||||
201704|10001|CHIN|011|01|3rd Yr Chinese|1|HU|20|Eligible for ASIA program.|Xu, Peng||1|Language|11:20am-12:35pm|TTH|Lang Perf Arts Ctr 301||||
201704|10061|CHIN|020|01|Readings-Modern Chinese|1|HU|20|Eligible for ASIA program.|STAFF||1|Language|2:40pm-3:55pm|TTH|Kohlberg 328||||
201704|16683|CHIN|023|01|Mdrn Chinese Literature|1|HU|12|Cross-listed with LITR 023CH. Eligible for ASIA program.|STAFF||1|Course|1:15pm-2:30pm|TTH|Lang Center 106||||
201704|16685|CHIN|055|01|Contemp Chinese Cinema|1|HU|20|Cross-listed with FMST 055 or LITR 055CH. Eligible for ASIA program.|STAFF||1|Course|1:15pm-4:00pm|W|Kohlberg 328||||
201704|16688|CHIN|090|01|Practicum-Bridge:Swat&Commty|1|HU|15||Wang, Jiajia||1|Independent Study|||TBA||||
201704|16332|CHIN|091|01|Spcl Tpcs:Martial Arts Traditi|1|HU|20|Cross-listed with LITR 091CH. Eligible for ASIA program.|Xu, Peng||1|Course|1:15pm-2:30pm|TTH|Kohlberg 334||||
201704|10060|CHIN|011A|01|3rd Yr Chinese Conversation|0.5||15|Eligible for ASIA program. Contact Prof regarding day/time.|Wang, Min||1|Language|||TBA||||
201704|15279|CLST|036|01|Classical Mythology (W)|1|HU, W|35|Eligible for INTP program.|Lefkowitz, Jeremy||1|Course|9:55am-11:10am|TTH|Trotter Hall 215||||
201704|15626|COGS|001|01|Intro to Cognitive Science|1||40|Eligible for COGS program.|Grodner, Daniel||1|Course|2:40pm-3:55pm|TTH|Science Center 199||||
201704|10064|CPSC|021|01|Intro to Computer Science|1|NS, NSEP|34|Students must register for one Lab section A-D below. Eligible for Digital Humanities (DGHU).|STAFF||1|Course|10:30am-11:20am|MWF|Science Center 256||||
201704|10065|CPSC|021|02|Intro to Computer Science|1|NS, NSEP|34|Students must register for one Lab section A-D below. Eligible for Digital Humanities (DGHU).|Knerr, Jeffrey||1|Course|11:30am-12:20pm|MWF|Science Center 256||||
201704|13622|CPSC|021|03|Intro to Computer Science|1|NS, NSEP|34|Students must register for one Lab section A-D below. Labs first come first served. Eligible for (DGHU).|Wicentowski, Richard||1|Course|9:55am-11:10am|TTH|Science Center 256||||
201704|13623|CPSC|021|A|Intro to Computer Science- Lab|0||34||STAFF||1|Lab|1:05pm-2:35pm|T|Science Center 240||||
201704|15278|CPSC|021|B|Intro to Computer Science- Lab|0||34||Mauskop, David||1|Lab|2:45pm-4:15pm|T|Science Center 240||||
201704|13576|CPSC|021|C|Intro to Computer Science- Lab|0||34||STAFF||1|Lab|1:15pm-2:45pm|W|Science Center 240||||
201704|13577|CPSC|021|D|Intro to Computer Science- Lab|0||34||Wicentowski, Richard||1|Lab|3:00pm-4:30pm|W|Science Center 240||||
201704|14908|CPSC|031|01|Intro to Computer Systems|1|NS, NSEP|25|Students must register for one Lab section A-C below.|Newhall, Tia||1|Course|1:15pm-2:30pm|TTH|Science Center 199||||
201704|14909|CPSC|031|A|Intro to Computer Systems- Lab|0||15||Newhall, Tia||1|Lab|10:30am-12:00pm|W|Clothier 016||||
201704|14910|CPSC|031|B|Intro to Computer Systems- Lab|0||15||Mauskop, David||1|Lab|1:15pm-2:45pm|W|Science Center 256||||
201704|16248|CPSC|031|C|Intro to Computer Systems- Lab|0||15||Mauskop, David||1|Lab|3:00pm-4:30pm|W|Science Center 256||||
201704|10455|CPSC|035|01|Data Structures and Algorithms|1|NS, NSEP|20|Students must register for one Lab section A-D below.|Danner, Andrew||1|Course|9:30am-10:20am|MWF|Science Center 181||||
201704|16735|CPSC|035|02|Data Structures and Algorithms|1|NS, NSEP|20|Students must register for one Lab section A-D below.|Gagne, Martin||1|Course|11:20am-12:35pm|TTH|Science Center 199||||
201704|13581|CPSC|035|A|Data Structures/Algorithms-Lab|0||15||Danner, Andrew||1|Lab|1:15pm-2:45pm|M|Clothier 016||||
201704|14451|CPSC|035|B|Data Structures/Algorithms-Lab|0||15||Danner, Andrew||1|Lab|3:00pm-4:30pm|M|Clothier 016||||
201704|16250|CPSC|035|C|Data Structures/Algorithms-Lab|0||15||Gagne, Martin||1|Lab|1:05pm-2:35pm|T|Clothier 016||||
201704|16736|CPSC|035|D|Data Structures/Algorithms-Lab|0||15||Gagne, Martin||1|Lab|2:45pm-4:15pm|T|Clothier 016||||
201704|16260|CPSC|041|01|Algorithms|1|NS|48|Students must register for one lab section A or B below. Eligible for Digital Humanities (DGHU).|Fontes, Lila||1|Course|10:30am-11:20am|MWF|Science Center 183||||
201704|16448|CPSC|041|02|Algorithms|1|NS|40|Students must register for one lab section C or D below. Eligible for Digital Humanities (DGHU).|Wiedenbeck, Bryce||1|Course|11:30am-12:20pm|MWF|Science Center 181||||
201704|16261|CPSC|041|A|Algorithms- Lab|0||24||Fontes, Lila||1|Lab|1:05pm-2:35pm|TH|Clothier 016||||
201704|16262|CPSC|041|B|Algorithms- Lab|0||24||Fontes, Lila||1|Lab|2:45pm-4:15pm|TH|Clothier 016||||
201704|16449|CPSC|041|C|Algorithms- Lab|0||20||Wiedenbeck, Bryce||1|Lab|2:15pm-3:45pm|F|Clothier 016||||
201704|16450|CPSC|041|D|Algorithms- Lab|0||20||Wiedenbeck, Bryce||1|Lab|4:00pm-5:30pm|F|Clothier 016||||
201704|16737|CPSC|043|01|Computer Networks|1|NS|68|Students must register for one Lab section A or B below.|Webb, Kevin||1|Course|2:40pm-3:55pm|TTH|Science Center 101||||
201704|16738|CPSC|043|A|Computer Networks- Lab|0||34||Webb, Kevin||1|Lab|2:15pm-3:45pm|F|Science Center 256||||
201704|16739|CPSC|043|B|Computer Networks- Lab|0||34||Webb, Kevin||1|Lab|4:00pm-5:30pm|F|Science Center 256||||
201704|16795|CPSC|066|01|Machine Learning|1|NS|40|Students must register for one lab section A or B below.|Soni, Ameet||1|Course|11:20am-12:35pm|TTH|Science Center 181||||
201704|16796|CPSC|066|A|Machine Learning- Lab|0||20||Soni, Ameet||1|Lab|1:05pm-2:35pm|TH|Science Center 256||||
201704|16797|CPSC|066|B|Machine Learning- Lab|0||20||Soni, Ameet||1|Lab|2:45pm-4:15pm|TH|Science Center 256||||
201704|16740|CPSC|071|01|Software Engineering|1|NS, NSEP|40|Students must register for one Lab section A or B below.|Palmer, Zachary||1|Course|9:55am-11:10am|TTH|Science Center 181||||
201704|16741|CPSC|071|A|Software Engineering- Lab|0||20||Palmer, Zachary||1|Lab|1:15pm-2:45pm|W|Clothier 016||||
201704|16742|CPSC|071|B|Software Engineering- Lab|0||20||Palmer, Zachary||1|Lab|3:00pm-4:30pm|W|Clothier 016||||
201704|16743|CPSC|081|01|Adaptive Robotics|1|NS, NSEP|40|Students must register for one Lab section A or B below. Eligible for COGS program.|Meeden, Lisa||1|Course|1:15pm-2:30pm|TTH|Science Center L26||||
201704|16744|CPSC|081|A|Adaptive Robotics- Lab|0||20||Meeden, Lisa||1|Lab|1:15pm-2:45pm|M|Science Center 256||||
201704|16745|CPSC|081|B|Adaptive Robotics- Lab|0||20||Meeden, Lisa||1|Lab|3:00pm-4:30pm|M|Science Center 256||||
201704|15525|CPSC|082|01|Mobile Robotics|1|NS, NSEP|35|Students must register for lab section A or B below. Cross-listed with ENGR 028. Eligible for COGS program.|STAFF||1|Course|2:40pm-3:55pm|TTH|Hicks 211||||
201704|15629|CPSC|082|A|Mobile Robotics- Lab|0||17||STAFF||1|Lab|||TBA||||
201704|16754|CPSC|082|B|Mobile Robotics- Lab|0||17||STAFF||1|Lab|||TBA||||
